logged_at,ticket,symbol,requested_price,filled_price,requested_time,filled_time,slippage,delay_seconds,rejected
2026-08-06T16:45:28.314556+00:00,57866251700,XAUUSD,4234.02,4234.02,2026-08-06T16:45:28.238788+00:00,2026-08-06T16:45:28.313694+00:00,0.0,0.074906,False
2026-08-07T00:00:42.250604+00:00,57869769528,XAUUSD,4249.5,4249.46,2026-08-07T00:00:42.088719+00:00,2026-08-07T00:00:42.247502+00:00,-0.04,0.158783,False
2026-08-07T00:15:51.915316+00:00,57869881685,XAUUSD,4244.39,4244.39,2026-08-07T00:15:51.837478+00:00,2026-08-07T00:15:51.914508+00:00,0.0,0.07703,False
2026-08-07T00:18:54.047005+00:00,57869906615,XAUUSD,4241.95,4241.95,2026-08-07T00:18:53.968990+00:00,2026-08-07T00:18:54.046060+00:00,0.0,0.07707,False
2026-08-07T00:27:59.107113+00:00,57869973221,XAUUSD,4240.72,4240.64,2026-08-07T00:27:59.013771+00:00,2026-08-07T00:27:59.106532+00:00,-0.08,0.092761,False
2026-08-07T05:13:24.233148+00:00,57872555482,XAUUSD,4268.24,4268.24,2026-08-07T05:13:24.150929+00:00,2026-08-07T05:13:24.232385+00:00,0.0,0.081456,False
2026-08-07T06:30:06.093350+00:00,57873687511,XAUUSD,4282.02,4282.02,2026-08-07T06:30:05.885468+00:00,2026-08-07T06:30:06.092587+00:00,0.0,0.207119,False
2026-08-07T06:30:06.779397+00:00,57873687921,XAUUSD,4282.02,4281.64,2026-08-07T06:30:06.627253+00:00,2026-08-07T06:30:06.776956+00:00,-0.38,0.149703,False
2026-08-09T22:56:55.662568+00:00,57890848908,XAUUSD,4341.05,4341.07,2026-08-09T22:56:55.569881+00:00,2026-08-09T22:56:55.660484+00:00,0.02,0.090603,False
2026-08-09T22:56:56.585664+00:00,57890849050,XAUUSD,4341.06,4341.06,2026-08-09T22:56:56.486851+00:00,2026-08-09T22:56:56.584745+00:00,0.0,0.097894,False
2026-08-10T18:32:24.340142+00:00,57910928957,XAUUSD,4377.02,4376.6,2026-08-10T18:32:24.056487+00:00,2026-08-10T18:32:24.334759+00:00,-0.42,0.278272,False
2026-08-11T00:10:55.152811+00:00,57913496819,XAUUSD,4407.78,4407.78,2026-08-11T00:10:55.073862+00:00,2026-08-11T00:10:55.150304+00:00,0.0,0.076442,False
2026-08-11T00:10:55.743135+00:00,57913496930,XAUUSD,4407.78,4407.78,2026-08-11T00:10:55.663816+00:00,2026-08-11T00:10:55.740887+00:00,0.0,0.077071,False
2026-08-11T05:31:27.675741+00:00,57917151610,XAUUSD,4378.08,4378.18,2026-08-11T05:31:27.573165+00:00,2026-08-11T05:31:27.673595+00:00,0.1,0.10043,False
2026-08-11T10:00:42.334572+00:00,57921506469,XAUUSD,4373.47,4373.47,2026-08-11T10:00:42.244295+00:00,2026-08-11T10:00:42.333832+00:00,0.0,0.089537,False
2026-08-11T10:24:55.660066+00:00,57921839560,XAUUSD,4377.68,4377.68,2026-08-11T10:24:55.581021+00:00,2026-08-11T10:24:55.659337+00:00,0.0,0.078316,False
2026-08-11T14:42:51.458245+00:00,57927474051,XAUUSD,4395.2,4395.22,2026-08-11T14:42:51.373574+00:00,2026-08-11T14:42:51.457090+00:00,0.02,0.083516,False
2026-08-11T18:03:25.292463+00:00,57930977106,XAUUSD,4365.88,4365.9,2026-08-11T18:03:25.212921+00:00,2026-08-11T18:03:25.291847+00:00,0.02,0.078926,False
2026-08-11T22:10:14.820166+00:00,57932739950,XAUUSD,4374.44,4374.44,2026-08-11T22:10:14.738691+00:00,2026-08-11T22:10:14.818188+00:00,0.0,0.079497,False
2026-08-11T23:07:45.110523+00:00,57933116709,XAUUSD,4369.91,4369.91,2026-08-11T23:07:45.030910+00:00,2026-08-11T23:07:45.109450+00:00,0.0,0.07854,False
2026-08-12T02:40:43.523490+00:00,57934955262,XAUUSD,4401.79,4401.68,2026-08-12T02:40:43.431669+00:00,2026-08-12T02:40:43.521082+00:00,-0.11,0.089413,False
2026-08-12T02:42:45.441824+00:00,57934985454,XAUUSD,4405.23,4405.23,2026-08-12T02:42:45.355307+00:00,2026-08-12T02:42:45.439615+00:00,0.0,0.084308,False
2026-08-12T11:01:00.070256+00:00,57942045010,XAUUSD,4414.42,4414.44,2026-08-12T11:00:59.953332+00:00,2026-08-12T11:01:00.068965+00:00,0.02,0.115633,False
2026-08-12T12:37:06.080701+00:00,57944835870,XAUUSD,4421.26,4421.5,2026-08-12T12:37:00.266732+00:00,2026-08-12T12:37:06.076806+00:00,0.24,5.810074,False
2026-08-12T13:46:38.779278+00:00,57947432805,XAUUSD,4420.98,4419.25,2026-08-12T13:46:35.443533+00:00,2026-08-12T13:46:38.777044+00:00,-1.73,3.333511,False
2026-08-12T22:10:05.660436+00:00,57954826596,XAUUSD,4403.7,4403.7,2026-08-12T22:10:05.533142+00:00,2026-08-12T22:10:05.657923+00:00,0.0,0.124781,False
2026-08-12T22:46:24.442866+00:00,57955002664,XAUUSD,4401.03,4401.03,2026-08-12T22:46:24.361245+00:00,2026-08-12T22:46:24.440275+00:00,0.0,0.07903,False
2026-08-13T00:24:13.067273+00:00,57955701939,XAUUSD,4435.34,4435.36,2026-08-13T00:24:12.964167+00:00,2026-08-13T00:24:13.065551+00:00,0.02,0.101384,False
2026-08-13T03:11:24.094904+00:00,57957559149,XAUUSD,4405.47,4405.48,2026-08-13T03:11:23.997903+00:00,2026-08-13T03:11:24.094133+00:00,0.01,0.09623,False
2026-08-13T06:34:05.366779+00:00,57960247263,XAUUSD,4370.02,4369.87,2026-08-13T06:34:05.268692+00:00,2026-08-13T06:34:05.365725+00:00,-0.15,0.097033,False
2026-08-13T12:40:11.321550+00:00,57966937534,XAUUSD,4390.58,4390.43,2026-08-13T12:40:11.084982+00:00,2026-08-13T12:40:11.320336+00:00,-0.15,0.235354,False
2026-08-13T14:35:57.626280+00:00,57970543929,XAUUSD,4376.81,4376.7,2026-08-13T14:35:57.335968+00:00,2026-08-13T14:35:57.625255+00:00,-0.11,0.289287,False
2026-08-13T14:35:58.736156+00:00,57970544690,XAUUSD,4376.7,4376.66,2026-08-13T14:35:58.308601+00:00,2026-08-13T14:35:58.734324+00:00,-0.04,0.425723,False
2026-08-14T15:11:51.288019+00:00,57991813341,XAUUSD,4388.88,4388.86,2026-08-14T15:11:51.022141+00:00,2026-08-14T15:11:51.285740+00:00,-0.02,0.263599,False
2026-08-16T22:01:57.133135+00:00,57996176205,XAUUSD,4376.43,,2026-08-16T22:01:56.925650+00:00,,,,True
2026-08-17T23:33:22.506361+00:00,10063601636,XAUUSD,4421.65,,2026-08-17T23:33:22.401859+00:00,,,,True
2026-08-18T02:34:31.069592+00:00,10065605122,XAUUSD,4396.44,,2026-08-18T02:34:30.980330+00:00,,,,True
2026-08-18T17:32:06.035914+00:00,10082603048,XAUUSD,4363.69,,2026-08-18T17:32:05.872338+00:00,,,,True
2026-08-19T00:21:51.495030+00:00,10086073581,XAUUSD,4342.54,,2026-08-19T00:21:51.375331+00:00,,,,True
2026-08-19T00:57:10.147386+00:00,10086404351,XAUUSD,4337.72,,2026-08-19T00:57:09.968662+00:00,,,,True
2026-08-19T01:05:12.903153+00:00,10086556983,XAUUSD,4333.14,,2026-08-19T01:05:12.816410+00:00,,,,True
2026-08-19T07:55:31.280927+00:00,10091834050,XAUUSD,4355.74,,2026-08-19T07:55:31.139831+00:00,,,,True
2026-08-21T05:53:23.330525+00:00,58094467079,XAUUSD,4548.81,4548.81,2026-08-21T05:53:23.231796+00:00,2026-08-21T05:53:23.329501+00:00,0.0,0.097705,False
2026-08-21T10:00:26.014035+00:00,58099029735,XAUUSD,4583.11,4583.18,2026-08-21T10:00:25.796385+00:00,2026-08-21T10:00:26.011917+00:00,0.07,0.215532,False
2026-08-21T10:25:36.342095+00:00,58099461926,XAUUSD,4586.24,4586.24,2026-08-21T10:25:36.262844+00:00,2026-08-21T10:25:36.341143+00:00,0.0,0.078299,False
2026-08-21T17:09:13.707993+00:00,58108945942,XAUUSD,4631.73,4631.89,2026-08-21T17:09:11.887657+00:00,2026-08-21T17:09:13.705422+00:00,0.16,1.817765,False
2026-08-21T17:23:19.414975+00:00,58109223422,XAUUSD,4619.28,4619.28,2026-08-21T17:23:19.250368+00:00,2026-08-21T17:23:19.414184+00:00,0.0,0.163816,False
2026-08-21T17:25:23.356797+00:00,58109269911,XAUUSD,4618.95,4619.01,2026-08-21T17:25:21.010610+00:00,2026-08-21T17:25:23.355749+00:00,0.06,2.345139,False
2026-08-24T02:00:09.945593+00:00,58114219776,XAUUSD,4631.94,4632.06,2026-08-24T02:00:09.696717+00:00,2026-08-24T02:00:09.944423+00:00,0.12,0.247706,False
2026-08-24T10:04:01.908717+00:00,58121940342,XAUUSD,4649.93,4649.95,2026-08-24T10:04:01.750354+00:00,2026-08-24T10:04:01.904876+00:00,0.02,0.154522,False
2026-08-24T11:42:51.880203+00:00,58123845028,XAUUSD,4663.66,4663.58,2026-08-24T11:42:51.775132+00:00,2026-08-24T11:42:51.879055+00:00,-0.08,0.103923,False
2026-08-24T13:40:42.710211+00:00,58127088983,XAUUSD,4670.46,4670.42,2026-08-24T13:40:42.526591+00:00,2026-08-24T13:40:42.706869+00:00,-0.04,0.180278,False
2026-08-25T00:15:02.380832+00:00,58135975012,XAUUSD,4691.13,4691.1,2026-08-25T00:15:02.187454+00:00,2026-08-25T00:15:02.379578+00:00,-0.03,0.192124,False
2026-08-25T10:00:47.157067+00:00,58143777574,XAUUSD,4636.75,4636.74,2026-08-25T10:00:46.955543+00:00,2026-08-25T10:00:47.154346+00:00,-0.01,0.198803,False
2026-08-26T10:10:14.655105+00:00,58163922293,XAUUSD,4621.77,4621.77,2026-08-26T10:10:14.502578+00:00,2026-08-26T10:10:14.653059+00:00,0.0,0.150481,False
2026-08-26T12:41:15.004822+00:00,58166935500,XAUUSD,4620.26,4620.44,2026-08-26T12:41:14.693409+00:00,2026-08-26T12:41:15.001301+00:00,0.18,0.307892,False
2026-08-27T10:00:20.572542+00:00,58184011133,XAUUSD,4579.73,4579.57,2026-08-27T10:00:20.219052+00:00,2026-08-27T10:00:20.570894+00:00,-0.16,0.351842,False
2026-08-28T10:07:37.409613+00:00,58203091362,XAUUSD,4607.17,4607.13,2026-08-28T10:07:37.310602+00:00,2026-08-28T10:07:37.408236+00:00,-0.04,0.097634,False
2026-08-31T11:06:51.751786+00:00,10277018877,XAUUSD,4455.04,4455.04,2026-08-31T11:06:51.614341+00:00,2026-08-31T11:06:51.750846+00:00,0.0,0.136505,False
2026-08-31T12:41:23.576687+00:00,10279139733,XAUUSD,4441.68,4441.34,2026-08-31T12:41:23.198832+00:00,2026-08-31T12:41:23.575578+00:00,-0.34,0.376746,False
2026-08-31T14:06:17.293777+00:00,10281239908,XAUUSD,4426.8,4426.7,2026-08-31T14:06:16.971055+00:00,2026-08-31T14:06:17.293093+00:00,-0.1,0.322038,False
2026-09-01T09:11:41.804744+00:00,10295869709,XAUUSD,4371.62,4371.54,2026-09-01T09:11:41.627230+00:00,2026-09-01T09:11:41.803356+00:00,-0.08,0.176126,False
2026-09-01T10:37:17.668682+00:00,10297479070,XAUUSD,4385.45,4385.45,2026-09-01T10:37:17.525583+00:00,2026-09-01T10:37:17.668076+00:00,0.0,0.142493,False
2026-09-01T12:01:42.180880+00:00,10299056944,XAUUSD,4370.37,4370.32,2026-09-01T12:01:42.045686+00:00,2026-09-01T12:01:42.178154+00:00,-0.05,0.132468,False
2026-09-01T12:40:08.752499+00:00,10300112685,XAUUSD,4357.38,4357.46,2026-09-01T12:40:08.662906+00:00,2026-09-01T12:40:08.750136+00:00,0.08,0.08723,False
2026-09-01T13:35:46.325862+00:00,10301958958,XAUUSD,4351.57,4350.84,2026-09-01T13:35:45.294675+00:00,2026-09-01T13:35:46.324001+00:00,-0.73,1.029326,False
2026-09-01T13:59:56.140422+00:00,10302646854,XAUUSD,4366.18,4366.16,2026-09-01T13:59:55.744637+00:00,2026-09-01T13:59:56.138169+00:00,-0.02,0.393532,False
2026-09-01T16:41:06.804738+00:00,10306326044,XAUUSD,4354.98,4355.04,2026-09-01T16:41:06.670364+00:00,2026-09-01T16:41:06.803663+00:00,0.06,0.133299,False
2026-09-02T06:10:44.139230+00:00,10314407727,XAUUSD,4323.47,4323.18,2026-09-02T06:10:42.761983+00:00,2026-09-02T06:10:44.138380+00:00,-0.29,1.376397,False
2026-09-02T10:14:43.112807+00:00,10318331193,XAUUSD,4307.03,4307.03,2026-09-02T10:14:43.028553+00:00,2026-09-02T10:14:43.111305+00:00,0.0,0.082752,False
2026-09-02T14:00:54.025189+00:00,10323818407,XAUUSD,4383.8,4383.94,2026-09-02T14:00:53.817524+00:00,2026-09-02T14:00:54.024342+00:00,0.14,0.206818,False
2026-09-02T14:03:54.264924+00:00,10323910418,XAUUSD,4383.98,4383.6,2026-09-02T14:03:53.739657+00:00,2026-09-02T14:03:54.264039+00:00,-0.38,0.524382,False
2026-09-02T14:48:18.465933+00:00,10325177568,XAUUSD,4380.35,4379.99,2026-09-02T14:48:17.276175+00:00,2026-09-02T14:48:18.464069+00:00,-0.36,1.187894,False
2026-09-02T16:54:36.849699+00:00,10327541794,XAUUSD,4369.89,4369.93,2026-09-02T16:54:36.744243+00:00,2026-09-02T16:54:36.847914+00:00,0.04,0.103671,False,SMC,UNKNOWN,UNKNOWN,UNKNOWN
